name	is_aggregate	case_insensitive	alias_to
minSampleSizeContinuous	0	0	
minSampleSizeConversion	0	0	
minus	0	0	
mismatches	0	0	byteHammingDistance
mod	0	1	modulo
modOrNull	0	1	moduloOrNull
modulo	0	0	
moduloLegacy	0	0	
moduloOrNull	0	0	
moduloOrZero	0	0	
monthName	0	1	
mortonDecode	0	0	
mortonEncode	0	0	
multiFuzzyMatchAllIndices	0	0	
multiFuzzyMatchAny	0	0	
multiFuzzyMatchAnyIndex	0	0	
multiIf	0	0	
multiMatchAllIndices	0	0	
multiMatchAny	0	0	
multiMatchAnyIndex	0	0	
multiSearchAllPositions	0	0	
multiSearchAllPositionsCaseInsensitive	0	0	
multiSearchAllPositionsCaseInsensitiveUTF8	0	0	
multiSearchAllPositionsUTF8	0	0	
multiSearchAny	0	0	
multiSearchAnyCaseInsensitive	0	0	
multiSearchAnyCaseInsensitiveUTF8	0	0	
multiSearchAnyUTF8	0	0	
multiSearchFirstIndex	0	0	
multiSearchFirstIndexCaseInsensitive	0	0	
multiSearchFirstIndexCaseInsensitiveUTF8	0	0	
multiSearchFirstIndexUTF8	0	0	
multiSearchFirstPosition	0	0	
multiSearchFirstPositionCaseInsensitive	0	0	
multiSearchFirstPositionCaseInsensitiveUTF8	0	0	
multiSearchFirstPositionUTF8	0	0	
multiply	0	0	
multiplyDecimal	0	0	
murmurHash2_32	0	0	
murmurHash2_64	0	0	
murmurHash3_128	0	0	
murmurHash3_32	0	0	
murmurHash3_64	0	0	
naiveBayesClassifier	0	0	
naturalSortKey	0	0	
negate	0	0	
neighbor	0	0	
nested	0	0	
netloc	0	0	
ngramDistance	0	0	
ngramDistanceCaseInsensitive	0	0	
ngramDistanceCaseInsensitiveUTF8	0	0	
ngramDistanceUTF8	0	0	
ngramMinHash	0	0	
ngramMinHashArg	0	0	
ngramMinHashArgCaseInsensitive	0	0	
ngramMinHashArgCaseInsensitiveUTF8	0	0	
ngramMinHashArgUTF8	0	0	
ngramMinHashCaseInsensitive	0	0	
ngramMinHashCaseInsensitiveUTF8	0	0	
ngramMinHashUTF8	0	0	
ngramSearch	0	0	
ngramSearchCaseInsensitive	0	0	
ngramSearchCaseInsensitiveUTF8	0	0	
ngramSearchUTF8	0	0	
ngramSimHash	0	0	
ngramSimHashCaseInsensitive	0	0	
ngramSimHashCaseInsensitiveUTF8	0	0	
ngramSimHashUTF8	0	0	
ngrams	0	0	
nonNegativeDerivative	1	0	
normL1	0	1	L1Norm
normL2	0	1	L2Norm
normL2Squared	0	1	L2SquaredNorm
normLinf	0	1	LinfNorm
normLp	0	1	LpNorm
normalizeL1	0	1	L1Normalize
normalizeL2	0	1	L2Normalize
normalizeLinf	0	1	LinfNormalize
normalizeLp	0	1	LpNormalize
normalizeQuery	0	0	
normalizeQueryKeepNames	0	0	
normalizeUTF8NFC	0	0	
normalizeUTF8NFD	0	0	
normalizeUTF8NFKC	0	0	
normalizeUTF8NFKCCasefold	0	0	
normalizeUTF8NFKD	0	0	
normalizedQueryHash	0	0	
normalizedQueryHashKeepNames	0	0	
not	0	1	
notEmpty	0	0	
notEquals	0	0	
notILike	0	0	
notIn	0	0	
notInIgnoreSet	0	0	
notLike	0	0	
notNullIn	0	0	
notNullInIgnoreSet	0	0	
nothing	1	0	
nothingNull	1	0	
nothingUInt64	1	0	
now	0	1	
now64	0	1	
nowInBlock	0	0	
nowInBlock64	0	0	
nth_value	1	1	
ntile	1	1	
nullIf	0	1	
nullIn	0	0	
nullInIgnoreSet	0	0	
numericIndexedVectorAllValueSum	0	0	
numericIndexedVectorBuild	0	0	
numericIndexedVectorCardinality	0	0	
numericIndexedVectorGetValue	0	0	
numericIndexedVectorPointwiseAdd	0	0	
numericIndexedVectorPointwiseDivide	0	0	
numericIndexedVectorPointwiseEqual	0	0	
numericIndexedVectorPointwiseGreater	0	0	
numericIndexedVectorPointwiseGreaterEqual	0	0	
numericIndexedVectorPointwiseLess	0	0	
numericIndexedVectorPointwiseLessEqual	0	0	
numericIndexedVectorPointwiseMultiply	0	0	
numericIndexedVectorPointwiseNotEqual	0	0	
numericIndexedVectorPointwiseSubtract	0	0	
numericIndexedVectorShortDebugString	0	0	
numericIndexedVectorToMap	0	0	
obfuscateQuery	0	0	
obfuscateQueryWithSeed	0	0	
or	0	0	
overlay	0	1	
overlayUTF8	0	0	
parseDateTime	0	0	
parseDateTime32BestEffort	0	0	
parseDateTime32BestEffortOrNull	0	0	
parseDateTime32BestEffortOrZero	0	0	
parseDateTime64	0	0	
parseDateTime64BestEffort	0	0	
parseDateTime64BestEffortOrNull	0	0	
parseDateTime64BestEffortOrZero	0	0	
parseDateTime64BestEffortUS	0	0	
parseDateTime64BestEffortUSOrNull	0	0	
parseDateTime64BestEffortUSOrZero	0	0	
parseDateTime64InJodaSyntax	0	0	
parseDateTime64InJodaSyntaxOrNull	0	0	
parseDateTime64InJodaSyntaxOrZero	0	0	
parseDateTime64OrNull	0	0	
parseDateTime64OrZero	0	0	
parseDateTimeBestEffort	0	0	
parseDateTimeBestEffortOrNull	0	0	
parseDateTimeBestEffortOrZero	0	0	
parseDateTimeBestEffortUS	0	0	
parseDateTimeBestEffortUSOrNull	0	0	
parseDateTimeBestEffortUSOrZero	0	0	
parseDateTimeInJodaSyntax	0	0	
parseDateTimeInJodaSyntaxOrNull	0	0	
parseDateTimeInJodaSyntaxOrZero	0	0	
parseDateTimeOrNull	0	0	
parseDateTimeOrZero	0	0	
parseReadableSize	0	0	
parseReadableSizeOrNull	0	0	
parseReadableSizeOrZero	0	0	
parseTimeDelta	0	0	
partitionID	0	0	partitionId
partitionId	0	0	
path	0	0	
pathFull	0	0	
percentRank	1	0	
percent_rank	1	1	percentRank
perimeterCartesian	0	0	
perimeterSpherical	0	0	
pi	0	1	
plus	0	0	
pmod	0	1	positiveModulo
pmodOrNull	0	1	positiveModuloOrNull
pointInEllipses	0	0	
pointInPolygon	0	0	
polygonAreaCartesian	0	0	
polygonAreaSpherical	0	0	
polygonConvexHullCartesian	0	0	
polygonPerimeterCartesian	0	0	
polygonPerimeterSpherical	0	0	
polygonsDistanceCartesian	0	0	
polygonsDistanceSpherical	0	0	
polygonsEqualsCartesian	0	0	
polygonsIntersectCartesian	0	0	
polygonsIntersectSpherical	0	0	
polygonsIntersectionCartesian	0	0	
polygonsIntersectionSpherical	0	0	
polygonsSymDifferenceCartesian	0	0	
polygonsSymDifferenceSpherical	0	0	
polygonsUnionCartesian	0	0	
polygonsUnionSpherical	0	0	
polygonsWithinCartesian	0	0	
polygonsWithinSpherical	0	0	
port	0	0	
portRFC	0	0	
position	0	1	
positionCaseInsensitive	0	0	
positionCaseInsensitiveUTF8	0	0	
positionUTF8	0	0	
positiveModulo	0	1	
positiveModuloOrNull	0	1	
positive_modulo	0	1	positiveModulo
positive_modulo_or_null	0	1	positiveModuloOrNull
pow	0	1	
power	0	1	pow
prettyPrintJSON	0	0	
printf	0	0	
proportionsZTest	0	0	
protocol	0	0	
quantile	1	0	
quantileBFloat16	1	0	
quantileBFloat16Weighted	1	0	
quantileDD	1	0	
quantileDeterministic	1	0	
quantileExact	1	0	
quantileExactExclusive	1	0	
quantileExactHigh	1	0	
quantileExactInclusive	1	0	
quantileExactLow	1	0	
quantileExactWeighted	1	0	
quantileExactWeightedInterpolated	1	0	
quantileGK	1	0	
quantileInterpolatedWeighted	1	0	
quantilePrometheusHistogram	1	0	
quantileTDigest	1	0	
quantileTDigestWeighted	1	0	
quantileTiming	1	0	
quantileTimingWeighted	1	0	
quantiles	1	0	
quantilesBFloat16	1	0	
quantilesBFloat16Weighted	1	0	
quantilesDD	1	0	
quantilesDeterministic	1	0	
quantilesExact	1	0	
quantilesExactExclusive	1	0	
quantilesExactHigh	1	0	
quantilesExactInclusive	1	0	
quantilesExactLow	1	0	
quantilesExactWeighted	1	0	
quantilesExactWeightedInterpolated	1	0	
quantilesGK	1	0	
quantilesInterpolatedWeighted	1	0	
quantilesPrometheusHistogram	1	0	
quantilesTDigest	1	0	
quantilesTDigestWeighted	1	0	
quantilesTiming	1	0	
quantilesTimingWeighted	1	0	
queryID	0	0	
queryString	0	0	
queryStringAndFragment	0	0	
query_id	0	1	queryID
radians	0	1	
rand	0	1	
rand32	0	0	rand
rand64	0	0	
randBernoulli	0	0	
randBinomial	0	0	
randCanonical	0	0	
randChiSquared	0	0	
randConstant	0	0	
randExponential	0	0	
randFisherF	0	0	
randLogNormal	0	0	
randNegativeBinomial	0	0	
randNormal	0	0	
randPoisson	0	0	
randStudentT	0	0	
randUniform	0	0	
randomFixedString	0	0	
randomPrintableASCII	0	0	
randomString	0	0	
randomStringUTF8	0	0	
range	0	0	
rank	1	1	
rankCorr	1	0	
readWKB	0	0	
readWKBLineString	0	0	
readWKBMultiLineString	0	0	
readWKBMultiPolygon	0	0	
readWKBPoint	0	0	
readWKBPolygon	0	0	
readWKT	0	0	
readWKTLineString	0	0	
readWKTMultiLineString	0	0	
readWKTMultiPolygon	0	0	
readWKTPoint	0	0	
readWKTPolygon	0	0	
readWKTRing	0	0	
readWkb	0	0	readWKB
readWkt	0	0	readWKT
regexpExtract	0	0	
regexpInstr	0	1	regexpPosition
regexpPosition	0	0	
regexpQuoteMeta	0	0	
regexp_instr	0	1	regexpPosition
regionHierarchy	0	0	
regionIn	0	0	
regionToArea	0	0	
regionToCity	0	0	
regionToContinent	0	0	
regionToCountry	0	0	
regionToDistrict	0	0	
regionToName	0	0	
regionToPopulation	0	0	
regionToTopContinent	0	0	
reinterpret	0	0	
reinterpretAsDate	0	0	
reinterpretAsDateTime	0	0	
reinterpretAsFixedString	0	0	
reinterpretAsFloat32	0	0	
reinterpretAsFloat64	0	0	
reinterpretAsInt128	0	0	
reinterpretAsInt16	0	0	
reinterpretAsInt256	0	0	
reinterpretAsInt32	0	0	
reinterpretAsInt64	0	0	
reinterpretAsInt8	0	0	
reinterpretAsString	0	0	
reinterpretAsUInt128	0	0	
reinterpretAsUInt16	0	0	
reinterpretAsUInt256	0	0	
reinterpretAsUInt32	0	0	
reinterpretAsUInt64	0	0	
reinterpretAsUInt8	0	0	
reinterpretAsUUID	0	0	
removeAccentsUTF8	0	0	removeDiacriticsUTF8
removeDiacriticsUTF8	0	0	
repeat	0	1	
replace	0	1	replaceAll
replaceAll	0	0	
replaceOne	0	0	
replaceRegexpAll	0	0	
replaceRegexpOne	0	0	
replicate	0	0	
retention	1	0	
reverse	0	1	
reverseBySeparator	0	0	
reverseUTF8	0	0	
revision	0	1	
right	0	1	
rightPad	0	0	
rightPadUTF8	0	0	
rightUTF8	0	0	
round	0	1	
roundAge	0	0	
roundBankers	0	0	
roundDown	0	0	
roundDuration	0	0	
roundToExp2	0	0	
rowNumberInAllBlocks	0	0	
rowNumberInBlock	0	0	
row_number	1	1	
rpad	0	1	rightPad
rtrim	0	0	trimRight
runningAccumulate	0	0	
runningConcurrency	0	0	
runningDifference	0	0	
runningDifferenceStartingWithFirstValue	0	0	
scalarProduct	0	1	dotProduct
sequenceCount	1	0	
sequenceMatch	1	0	
sequenceMatchEvents	1	0	
sequenceNextNode	1	0	
seriesDecomposeSTL	0	0	
seriesOutliersDetectTukey	0	0	
serverTimeZone	0	0	serverTimezone
serverTimezone	0	0	
serverUUID	0	0	
shardCount	0	0	
shardNum	0	0	
showCertificate	0	0	
sigmoid	0	0	
sign	0	1	
simpleJSONExtractBool	0	0	
simpleJSONExtractFloat	0	0	
simpleJSONExtractInt	0	0	
simpleJSONExtractRaw	0	0	
simpleJSONExtractString	0	0	
simpleJSONExtractUInt	0	0	
simpleJSONHas	0	0	
simpleLinearRegression	1	0	
sin	0	1	
singleValueOrNull	1	0	
sinh	0	0	
sipHash128	0	0	
sipHash128Keyed	0	0	
sipHash128Reference	0	0	
sipHash128ReferenceKeyed	0	0	
sipHash64	0	0	
sipHash64Keyed	0	0	
skewPop	1	0	
skewSamp	1	0	
sleep	0	0	
sleepEachRow	0	0	
snowflakeIDToDateTime	0	0	
snowflakeIDToDateTime64	0	0	
snowflakeToDateTime	0	0	
snowflakeToDateTime64	0	0	
soundex	0	1	
space	0	1	
sparkBar	1	0	sparkbar
sparkbar	1	0	
sparseGrams	0	0	
sparseGramsHashes	0	0	
sparseGramsHashesUTF8	0	0	
sparseGramsUTF8	0	0	
splitByAlpha	0	0	alphaTokens
splitByChar	0	0	
splitByNonAlpha	0	0	
splitByRegexp	0	0	
splitByString	0	0	
splitByWhitespace	0	0	
sqid	0	0	sqidEncode
sqidDecode	0	0	
sqidEncode	0	0	
sqrt	0	1	
startsWith	0	0	
startsWithCaseInsensitive	0	0	
startsWithCaseInsensitiveUTF8	0	0	
startsWithUTF8	0	0	
stddevPop	1	0	
stddevPopStable	1	0	
stddevSamp	1	0	
stddevSampStable	1	0	
stochasticLinearRegression	1	0	
stochasticLogisticRegression	1	0	
str_to_date	0	1	parseDateTimeOrNull
str_to_map	0	1	extractKeyValuePairs
stringBytesEntropy	0	0	
stringBytesUniq	0	0	
stringJaccardIndex	0	0	
stringJaccardIndexUTF8	0	0	
stringToH3	0	0	
string_agg	1	1	groupConcat
structureToCapnProtoSchema	0	0	
structureToProtobufSchema	0	0	
studentTTest	1	0	
studentTTestOneSample	1	0	
subBitmap	0	0	
subDate	0	1	
substr	0	1	substring
substring	0	1	
substringIndex	0	0	
substringIndexUTF8	0	0	
substringUTF8	0	0	
subtractDays	0	0	
subtractHours	0	0	
subtractInterval	0	0	
subtractMicroseconds	0	0	
subtractMilliseconds	0	0	
subtractMinutes	0	0	
subtractMonths	0	0	
subtractNanoseconds	0	0	
subtractQuarters	0	0	
subtractSeconds	0	0	
subtractTupleOfIntervals	0	0	
subtractWeeks	0	0	
subtractYears	0	0	
sum	1	1	
sumCount	1	0	
sumKahan	1	0	
sumMapFiltered	1	0	
sumMapFilteredWithOverflow	1	0	
sumMapWithOverflow	1	0	
sumMappedArrays	1	0	
sumWithOverflow	1	0	
svg	0	0	
tan	0	1	
tanh	0	1	
tcpPort	0	0	
tgamma	0	0	
theilsU	1	0	
throwIf	0	0	
tid	0	0	
timeDiff	0	1	
timeSeriesChangesToGrid	1	0	
timeSeriesCopyTag	0	0	
timeSeriesCopyTags	0	0	
timeSeriesDeltaToGrid	1	0	
timeSeriesDerivToGrid	1	0	
timeSeriesExtractTag	0	0	
timeSeriesFromGrid	0	0	
timeSeriesGroupArray	1	0	
timeSeriesGroupToSamplingKey	0	0	
timeSeriesGroupToTags	0	0	
timeSeriesIdToGroup	0	0	
timeSeriesIdToTags	0	0	
timeSeriesIdToTagsGroup	0	0	timeSeriesIdToGroup
timeSeriesInstantDeltaToGrid	1	0	
timeSeriesInstantRateToGrid	1	0	
timeSeriesJoinTags	0	0	
timeSeriesLastToGrid	1	0	timeSeriesResampleToGridWithStaleness
timeSeriesLastTwoSamples	1	0	
timeSeriesPredictLinearToGrid	1	0	
timeSeriesRange	0	0	
timeSeriesRateToGrid	1	0	
timeSeriesRemoveAllTagsExcept	0	0	
timeSeriesRemoveTag	0	0	
timeSeriesRemoveTags	0	0	
timeSeriesReplaceTag	0	0	
timeSeriesResampleToGridWithStaleness	1	0	
timeSeriesResetsToGrid	1	0	
timeSeriesStoreTags	0	0	
timeSeriesTagsGroupToTags	0	0	timeSeriesGroupToTags
timeSeriesTagsToGroup	0	0	
timeSeriesThrowDuplicateSeriesIf	0	0	
timeSlot	0	0	
timeSlots	0	0	
timeZone	0	1	timezone
timeZoneOf	0	0	timezoneOf
timeZoneOffset	0	0	timezoneOffset
time_bucket	0	1	toStartOfInterval
timestamp	0	1	
timestampDiff	0	0	dateDiff
timestamp_diff	0	0	dateDiff
timezone	0	1	
timezoneOf	0	0	
timezoneOffset	0	0	
toBFloat16	0	0	
toBFloat16OrNull	0	0	
toBFloat16OrZero	0	0	
toBool	0	0	
toColumnTypeName	0	0	
toDate	0	0	
toDate32	0	0	
toDate32OrDefault	0	0	
toDate32OrNull	0	0	
toDate32OrZero	0	0	
toDateOrDefault	0	0	
toDateOrNull	0	0	
toDateOrZero	0	0	
toDateTime	0	0	
toDateTime32	0	0	
toDateTime64	0	0	
toDateTime64OrDefault	0	0	
toDateTime64OrNull	0	0	
toDateTime64OrZero	0	0	
toDateTimeOrDefault	0	0	
toDateTimeOrNull	0	0	
toDateTimeOrZero	0	0	
toDayOfMonth	0	0	
toDayOfWeek	0	0	
toDayOfYear	0	0	
toDaysInMonth	0	0	
toDaysSinceYearZero	0	0	
toDecimal128	0	0	
toDecimal128OrDefault	0	0	
toDecimal128OrNull	0	0	
toDecimal128OrZero	0	0	
toDecimal256	0	0	
toDecimal256OrDefault	0	0	
toDecimal256OrNull	0	0	
toDecimal256OrZero	0	0	
toDecimal32	0	0	
toDecimal32OrDefault	0	0	
toDecimal32OrNull	0	0	
toDecimal32OrZero	0	0	
toDecimal64	0	0	
toDecimal64OrDefault	0	0	
toDecimal64OrNull	0	0	
toDecimal64OrZero	0	0	
toDecimalString	0	1	
toFixedString	0	0	
toFloat32	0	0	
toFloat32OrDefault	0	0	
toFloat32OrNull	0	0	
toFloat32OrZero	0	0	
toFloat64	0	0	
toFloat64OrDefault	0	0	
toFloat64OrNull	0	0	
toFloat64OrZero	0	0	
toHour	0	0	
toIPv4	0	0	
toIPv4OrDefault	0	0	
toIPv4OrNull	0	0	
toIPv4OrZero	0	0	
toIPv6	0	0	
toIPv6OrDefault	0	0	
toIPv6OrNull	0	0	
toIPv6OrZero	0	0	
toISOWeek	0	0	
toISOYear	0	0	
toInt128	0	0	
toInt128OrDefault	0	0	
toInt128OrNull	0	0	
toInt128OrZero	0	0	
toInt16	0	0	
toInt16OrDefault	0	0	
toInt16OrNull	0	0	
toInt16OrZero	0	0	
toInt256	0	0	
toInt256OrDefault	0	0	
toInt256OrNull	0	0	
toInt256OrZero	0	0	
toInt32	0	0	
toInt32OrDefault	0	0	
toInt32OrNull	0	0	
toInt32OrZero	0	0	
toInt64	0	0	
toInt64OrDefault	0	0	
toInt64OrNull	0	0	
toInt64OrZero	0	0	
toInt8	0	0	
toInt8OrDefault	0	0	
toInt8OrNull	0	0	
toInt8OrZero	0	0	
toInterval	0	0	
toIntervalDay	0	0	
toIntervalHour	0	0	
toIntervalMicrosecond	0	0	
toIntervalMillisecond	0	0	
toIntervalMinute	0	0	
toIntervalMonth	0	0	
toIntervalNanosecond	0	0	
toIntervalQuarter	0	0	
toIntervalSecond	0	0	
toIntervalWeek	0	0	
toIntervalYear	0	0	
toJSONString	0	0	
toLastDayOfMonth	0	0	
toLastDayOfWeek	0	0	
toLowCardinality	0	0	
toMillisecond	0	0	
toMinute	0	0	
toModifiedJulianDay	0	0	
toModifiedJulianDayOrNull	0	0	
toMonday	0	0	
toMonth	0	0	
toMonthNumSinceEpoch	0	0	
toNullable	0	0	
toQuarter	0	0	
toRelativeDayNum	0	0	
toRelativeHourNum	0	0	
toRelativeMinuteNum	0	0	
toRelativeMonthNum	0	0	
toRelativeQuarterNum	0	0	
toRelativeSecondNum	0	0	
toRelativeWeekNum	0	0	
toRelativeYearNum	0	0	
toSecond	0	0	
toStartOfDay	0	0	
toStartOfFifteenMinutes	0	0	
toStartOfFiveMinute	0	0	toStartOfFiveMinutes
toStartOfFiveMinutes	0	0	
toStartOfHour	0	0	
toStartOfISOYear	0	0	
toStartOfInterval	0	0	
toStartOfMicrosecond	0	0	
toStartOfMillisecond	0	0	
toStartOfMinute	0	0	
toStartOfMonth	0	0	
toStartOfNanosecond	0	0	
toStartOfQuarter	0	0	
toStartOfSecond	0	0	
toStartOfTenMinutes	0	0	
toStartOfWeek	0	0	
toStartOfYear	0	0	
toString	0	0	
toStringCutToZero	0	0	
toTime	0	0	
toTime64	0	0	
toTime64OrNull	0	0	
toTime64OrZero	0	0	
toTimeOrNull	0	0	
toTimeOrZero	0	0	
toTimeWithFixedDate	0	0	
toTimeZone	0	0	toTimezone
toTimezone	0	0	
toTypeName	0	0	
toUInt128	0	0	
toUInt128OrDefault	0	0	
toUInt128OrNull	0	0	
toUInt128OrZero	0	0	
toUInt16	0	0	
toUInt16OrDefault	0	0	
toUInt16OrNull	0	0	
toUInt16OrZero	0	0	
toUInt256	0	0	
toUInt256OrDefault	0	0	
toUInt256OrNull	0	0	
toUInt256OrZero	0	0	
toUInt32	0	0	
toUInt32OrDefault	0	0	
toUInt32OrNull	0	0	
toUInt32OrZero	0	0	
toUInt64	0	0	
toUInt64OrDefault	0	0	
toUInt64OrNull	0	0	
toUInt64OrZero	0	0	
toUInt8	0	0	
toUInt8OrDefault	0	0	
toUInt8OrNull	0	0	
toUInt8OrZero	0	0	
toUTCTimestamp	0	0	
toUUID	0	0	
toUUIDOrDefault	0	0	
toUUIDOrNull	0	0	
toUUIDOrZero	0	0	
toUnixTimestamp	0	0	
toUnixTimestamp64Micro	0	0	
toUnixTimestamp64Milli	0	0	
toUnixTimestamp64Nano	0	0	
toUnixTimestamp64Second	0	0	
toValidUTF8	0	0	
toWeek	0	0	
toYYYYMM	0	0	
toYYYYMMDD	0	0	
toYYYYMMDDhhmmss	0	0	
toYear	0	0	
toYearNumSinceEpoch	0	0	
toYearWeek	0	0	
to_utc_timestamp	0	1	toUTCTimestamp
today	0	1	
tokenizeQuery	0	0	
tokens	0	0	
tokensForLikePattern	0	0	
topK	1	0	
topKWeighted	1	0	
topLevelDomain	0	0	
topLevelDomainRFC	0	0	
transactionID	0	0	
transactionLatestSnapshot	0	0	
transactionOldestSnapshot	0	0	
transform	0	0	
translate	0	0	
translateUTF8	0	0	
trim	0	0	trimBoth
trimBoth	0	0	
trimLeft	0	0	
trimRight	0	0	
trunc	0	1	
truncate	0	1	trunc
tryBase32Decode	0	0	
tryBase58Decode	0	0	
tryBase64Decode	0	0	
tryBase64URLDecode	0	0	
tryDecrypt	0	0	
tumble	0	0	
tumbleEnd	0	0	
tumbleStart	0	0	
tuple	0	0	
tupleConcat	0	0	
tupleDivide	0	0	
tupleDivideByNumber	0	0	
tupleElement	0	0	
tupleHammingDistance	0	0	
tupleIntDiv	0	0	
tupleIntDivByNumber	0	0	
tupleIntDivOrZero	0	0	
tupleIntDivOrZeroByNumber	0	0	
tupleMinus	0	0	
tupleModulo	0	0	
tupleModuloByNumber	0	0	
tupleMultiply	0	0	
tupleMultiplyByNumber	0	0	
tupleNames	0	0	
tupleNegate	0	0	
tuplePlus	0	0	
tuplePositiveModuloByNumber	0	0	
tupleToNameValuePairs	0	0	
ucase	0	1	upper
unbin	0	1	
unhex	0	1	
uniq	1	0	
uniqCombined	1	0	
uniqCombined64	1	0	
uniqExact	1	0	
uniqHLL12	1	0	
uniqUpTo	1	0	
unnest	0	1	arrayJoin
upper	0	1	
upperUTF8	0	0	
uptime	0	0	
user	0	1	currentUser
validateNestedArraySizes	0	0	
varPop	1	0	
varPopStable	1	0	
varSamp	1	0	
varSampStable	1	0	
variantElement	0	0	
variantType	0	0	
vectorDifference	0	1	tupleMinus
vectorSum	0	1	tuplePlus
version	0	1	
visibleWidth	0	0	
visitParamExtractBool	0	0	simpleJSONExtractBool
visitParamExtractFloat	0	0	simpleJSONExtractFloat
visitParamExtractInt	0	0	simpleJSONExtractInt
visitParamExtractRaw	0	0	simpleJSONExtractRaw
visitParamExtractString	0	0	simpleJSONExtractString
visitParamExtractUInt	0	0	simpleJSONExtractUInt
visitParamHas	0	0	simpleJSONHas
week	0	1	toWeek
welchTTest	1	0	
widthBucket	0	0	
width_bucket	0	1	widthBucket
windowFunnel	1	0	
windowID	0	0	
wkb	0	0	
wkt	0	0	
wordShingleMinHash	0	0	
wordShingleMinHashArg	0	0	
wordShingleMinHashArgCaseInsensitive	0	0	
wordShingleMinHashArgCaseInsensitiveUTF8	0	0	
wordShingleMinHashArgUTF8	0	0	
wordShingleMinHashCaseInsensitive	0	0	
wordShingleMinHashCaseInsensitiveUTF8	0	0	
wordShingleMinHashUTF8	0	0	
wordShingleSimHash	0	0	
wordShingleSimHashCaseInsensitive	0	0	
wordShingleSimHashCaseInsensitiveUTF8	0	0	
wordShingleSimHashUTF8	0	0	
wyHash64	0	0	
xor	0	0	
xxHash32	0	0	
xxHash64	0	0	
xxh3	0	0	
xxh3_128	0	0	
yandexConsistentHash	0	0	kostikConsistentHash
yearweek	0	1	toYearWeek
yesterday	0	0	
zookeeperSessionUptime	0	0	
